Rank,Team,Player,Fantasy Position,ADP,Bye,Age,1yr. Proj,3yr. Proj,5yr. Proj,10yr. Proj,DS Analysis,3D Value +
213,JAC,Jakobi Meyers,WR,11.07,8,29.4,205,521,790,"1,194","Meyers moved from the Raiders to the Jaguars at the 2025 trade deadline, and he instantly excelled in HC Liam Coen's offense. Meyers' success led to the team signing him to a 3-year, $60 million contract extension. We'll see how the team deploys Travis Hunter, but Meyers' deal and production say he's a strong contender to lead this unit in 2026.",11
214,CAR,Chuba Hubbard,RB,10.11,14,26.8,169,348,505,703,"Hubbard set career highs with 250 carries, 1,195 yards, and 10 TDs in 2024. Carolina rewarded him with a contract extension that November, but 2025 wasn't as fantasy-friendly. New Panther Rico Dowdle became a major backfield piece, limiting Hubbard to an RB38 PPR finish. Just note: Dowdle left for Pittsburgh in free agency. We'll see if Carolina adds another RB to join Hubbard and former Round 2 pick Jonathon Brooks.",11
215,BAL,Mark Andrews,TE,13.09,7,30.6,169,443,702,"1,209","Andrews signed a three-year extension with the Ravens during the 2025 season, locking him into the team for the foreseeable future. With Isaiah Likely out of town, Andrews should be able to gain TE1 value in the short term. Note that 2026 will be his age-31 season.",11
216,ARI,Tyler Allgeier,RB,11.01,8,26,143,332,520,832,"Allgeier has proven effective as an early-down thumper, but Bijan Robinson capped the fantasy ceiling in Atlanta. He’s now out of Bijan’s shadow in Arizona, though the offensive environment looks worse. Allgeier is under contract through the 2027 season.",11
217,RK,Emmett Johnson,RB,14.01,18,22.5,116,338,549,833,"Johnson was a 2026 surprise. He ran for 1,451 yards and 12 TDs, averaging 5.78 yards per carry. He has also caught 85 passes over the last two years. Johnson can be a PPR difference maker with his pass-catching and shiftiness in the open field. He weighed in at just 202 pounds at the NFL Combine, but Johnson can be a lead back in the right offense.",11
218,JAC,Parker Washington,WR,10.02,8,24,199,456,778,"1,416","Washington was successful when injuries hit the Jaguars' WR corps. Including the postseason, he ended 2025 with four straight games of 9+ targets and 87+ yards. He'd benefit from the Jags making Travis Hunter anything close to a full-time DB. Still, there's starting-caliber talent in the WR room with Jakobi Meyers and Brian Thomas Jr. The Jags signed Meyers to an extension through the 2028 season.",11
219,NE,Hunter Henry,TE,15.07,14,31.3,193,444,683,"1,133","Henry went 55-712-7 during the 2025 fantasy season, living on his ability to score TDs. He turns 32 during a contract season in 2026 but remains a short-term streamer.",11
220,NE,Robert Spillane,LB,N/A,14,30.3,undefined,333,498,739,,11
221,JAC,Travon Walker,DL,N/A,8,25.3,undefined,323,543,890,,11
222,JAC,Josh Hines-Allen,DL,N/A,8,28.8,undefined,363,489,682,,11
223,PHI,Jalyx Hunt,DL,541.04,9,25.1,undefined,323,543,890,,11
224,ARI,Michael Wilson,WR,8.07,8,26.1,180,492,780,"1,330","Wilson had a marvelous late-season surge when Marvin Harrison Jr. went down and Jacoby Brissett started at QB. He ended 2025 at WR10 in PPR, going 78-1006-7. We're not doubting the talent here. But the issue is the outlook for Wilson when this offense is healthy. He's also entering a contract season.",10
225,HOU,David Montgomery,RB,9.12,6,28.8,178,320,480,807,"Montgomery's rushing yardage (716), TD output (8), and catch total (24) regressed in 2025. This, despite appearing in 17 games for the first time in his career. Ultimately, Montgomery's best fantasy days are behind him. He's signed through 2027.",10
226,LAR,Blake Corum,RB,11.05,8,25.3,128,341,520,799,"Corum's rookie year came and went without much fanfare, as Kyren Williams remained a workhorse. Corum also suffered a broken forearm in January of 2025. The good news is that he earned a rotational role last fall, leading to a 145-746-6 rushing line. We expect a similar role in '26.",10
227,GB,Jayden Reed,WR,12.03,5,25.9,187,488,770,"1,313","Reed only played seven games in 2025 due to multiple injuries, so he never broke out for a deep WR group. When active, he tallied only two top-36 fantasy finishes. 2026 turns up a contract season -- and a thinned-out WR corps following the departure of Romeo Doubs.",10
228,TEN,Tyjae Spears,RB,16.10,10,24.8,158,312,484,838,"Spears looked like a 2024 breakout candidate...until Tennessee signed Tony Pollard, who held lead-back duties. That trend continued in '25, although Spears held a clear pass-catching role with 45 catches. 2026 turns up a contract season.",10
229,HOU,Woody Marks,RB,12.10,6,25.3,127,328,501,845,"Marks profiled as the ideal receiving back with over 1,400 career receiving yards in college. He is an average athlete, but ran a ton of routes at both Mississippi State and USC. However, as a rookie, Marks caught only 24 passes in 16 games. His rushing volume spiked to 196 attempts, as Nick Chubb remained underwhelming and Joe Mixon never suited up due to a foot injury. Houston added a veteran upgrade in David Montgomery over the winter, capping Marks' short-term ceiling.",10
230,KC,Travis Kelce,TE,15.01,10,36.5,215,465,644,"1,038","With the Chiefs' offense taking a step back in 2005, Kelce felt the sting. He finished with 73-839-5 on his fantasy season, his lowest reception total since 2015. In March, we learned that he'd return for his 14th season in Kansas City. He's now year-to-year, making him a shaky dynasty asset.",10
231,TEN,Tony Pollard,RB,14.11,10,28.9,162,346,506,645,"Pollard earned the franchise tag in March of '23, then watched Dallas release veteran Zeke Elliott. Still, coming off a January fibula fracture, Pollard took a major step back. Pollard rebounded in 2024, outplaying Tyjae Spears and playing through injuries to post his third straight 1,000-yard season. Pollard closed the '25 season strong but struggled with consistency on a bottom-five offense. 2026 turns up a contract year.",10
232,LAC,Quentin Johnston,WR,11.02,12,24.6,196,456,747,"1,397","Johnston proved 2024 wasn't a fluke. He matched his eight TDs and set career-best marks in receiving yards (735) and PPR points per game (12.4). He did so despite ranking just 41st league-wide in target share (19%). We'll see how he fits in new OC Mike McDaniels' offense, but there's room for an expanded role with Keenan Allen likely moving on.",10
233,HOU,Dalton Schultz,TE,15.06,6,29.8,186,442,688,"1,108","Schultz had one of his best years in 2026, going 78-704-3 during the fantasy season. He posted the most targets of his career at 106. Schultz is locked into the Texans and QB C.J. Stroud for one more season. He should be a suitable low-end TE1 for 2026, but the future is cloudy beyond that.",10
234,LAC,Tre Harris,WR,14.09,12,24.1,131,481,796,"1,425","Harris struggled to crack the lineup early in his rookie season with Ladd McConkey, Keenan Allen, and Quentin Johnston in front of him. Harris' usage at least increased late in the year, while Allen's departure sets the stage for most consistent usage. Allen leaves behind 122 targets.",10
235,IND,Josh Downs,WR,12.06,11,24.7,172,454,775,"1,410","Downs flashed again in 2025, but being stuck in the slot role continued to limit his ceiling. Downs ended the season going 58-566-4 with his best games coming with Daniel Jones at QB. With Jones back in Indy and Michael Pittman in Pittsburgh, Downs should have a chance to play in more 2-WR sets. This fall turns up a contract season.",10
236,CHI,Kyle Monangai,RB,9.08,5,24.1,149,309,478,839,"Monangai posted two straight 1,200+ rushing yard seasons for a Rutgers offense that worked through him. His college tape showed a tough runner with a low pad level who works well through contact. Has also flashed on some outside runs. Those traits appeared with the Bears, as he quickly entered a timeshare with D'Andre Swift. Monangai looks poised to retain a rotational role for a young, high-upside offense in 2026.",10
237,TEN,Cody Barton,LB,N/A,10,29.4,undefined,329,500,759,,10
238,SEA,Byron Murphy II,DL,542.11,8,23.6,undefined,310,513,907,,10
239,DEN,J.K. Dobbins,RB,12.11,12,27.3,170,319,453,759,"2024 marked Dobbins’ return from an Achilles tear. He slowed down after a hot start, ultimately missing four games with an MCL sprain. In Denver, the 26-year-old landed in a fine spot for 2025 opportunity. But he suffered a notable injury again, this time a Lisfranc injury that required surgery. He signed a new deal with the Broncos in March, but durability concerns remain.",9
240,MIN,Jordan Mason,RB,14.12,6,26.8,153,330,489,719,"Mason recorded 4.8 YPC on 159 attempts as a first-year Viking. He was a non-factor in the passing game (14 catches, 51 yards). His short-term upside remains limited with Aaron Jones returning for another season.",9
241,TB,Kenneth Gainwell,RB,13.03,9,27.1,152,317,503,730,"Gainwell was lightly used behind Saquon Barkley in 2024. The former Eagle then joined a Pittsburgh squad that watched Najee Harris sign with the Chargers. Surprisingly, Gainwell went on to pace the Steelers with a stunning 73 catches. Now, he'll push Bucky Irving for snaps and touches after signing a two-year deal in March.",9
242,ARI,Trey Benson,RB,13.12,8,23.7,117,329,513,794,"Benson’s college career started ominously with a multi-ligament knee tear at Oregon (2020). Transferring to Florida State in 2022, the 6’0, 216-pounder showcased an ideal blend of power and speed. That carried over to the Combine, where he posted an elite 9.78 Relative Athletic Score. He entered the league with plenty of tread on his tires after tallying 156 and 154 carries over his final two college seasons, but a healthy James Conner limited the rookie’s impact. Then in 2025, Benson missed all but 4 games with a knee injury. He'll break in a new coaching staff in 2026 and needs to earn a backfield role.",9
243,TB,Jalen McMillan,WR,13.06,9,24.3,154,454,774,"1,409","McMillan missed most of 2025 with a neck injury, but he returned late to post 7-114-0 against the Dolphins. His short-term outlook improved significantly after Mike Evans signed a multi-year deal in San Francisco.",9
244,RK,Chris Bell,WR,16.07,18,22.1,145,451,764,"1,470","Bell has been at Louisville his entire career and has shown improvement every season over his four years. He is a hefty 220 pounds and can box out defenders to make contested catches. He went 72-917-6 last season, including a dominant 9-136-2 game against Miami. Bell profiles as a No. 2 WR in the NFL who can flash for some big games.",9
245,WAS,Chigoziem Okonkwo,TE,15.11,12,26.6,160,439,679,"1,170","Okonkwo posted five top-12 fantasy finishes in 2025, his final year in Tennessee. He set career highs in targets (79), catches (56) and yards (560) but remained an underwhelming TD producer (2). He also played all 17 games for the fourth straight season. In Washington, he'll have a chance to boost production for an offense that's moving on from Zach Ertz.",9
246,DAL,Donovan Ezeiruaku,LB,N/A,10,22.5,undefined,289,487,925,,9
247,DEN,Talanoa Hufanga,DB,N/A,12,26.2,undefined,360,564,936,,9
248,CAR,Trevon Moehrig,DB,N/A,14,26.8,undefined,369,577,923,,9
249,WAS,Mike Sainristil,DB,N/A,12,25.5,undefined,368,572,987,,9
250,MIN,T.J. Hockenson,TE,14.05,6,28.8,183,432,671,"1,131","Hockenson's best days are behind him as he heads into his age-29 season. The Vikings at least added talent at QB, signing Kyler Murray after enduring a brutal 2025 under J.J. McCarthy.",8
251,WAS,Jacory Croskey-Merritt,RB,13.04,12,25,122,312,478,806,"A dispute over eligibility limited Croskey-Merritt to only one game in 2024. But he flashed NFL potential in 2023 at New Mexico with 189-1,190-17. Sure enough, he showed it as a rookie. With Brian Robinson and Austin Ekeler out, JCM tallied 805 yards and 8 TDs on 175 attempts. Despite some bright moments, we expect Washington to add a backfield piece this offseason.",8
252,KC,Justin Fields,QB,18.12,10,27.1,19,584,935,"1,598","Down-to-down inconsistency remained after signing with the Jets, as Fields was eventually benched for Tyrod Taylor. Fields will likely find a backup job in 2026.",8
253,LAR,Terrance Ferguson,TE,14.07,8,23.1,124,413,704,"1,308","Ferguson showed a late-season surge with Davante Adams sidelined. The Rams seem intent on using the young TE as a pseudo WR, which is great for his fantasy potential. Still, uncertainty at QB and a crowded TE depth chart mean dynasty managers will need patience.",8
254,RK,Germie Bernard,WR,19.09,18,22.3,135,445,745,"1,453","Bernard followed HC Kalen DeBoer from Washington to Alabama. He had his best season in 2025 at 64-862-7. Bernard has good size and hands as a savvy route runner who works in the slot and outside. He may not have No. 1 WR upside, but Bernard can be a fantasy WR3 in time.",8
255,RK,Chris Brazzell II,WR,16.03,18,21.6,124,444,751,"1,492","Brazzell struggled in 2024, but the 6'5 WR emerged as the top threat on Tennessee in 2025. He went 62-1017-9, often working downfield. His rare blend of height and speed gives Brazzell plenty of upside, but he lacks the nuanced route running and can short-arm catches. Brazzell has a high ceiling and a low floor.",8
256,SEA,Rashid Shaheed,WR,15.02,8,27.6,147,467,747,"1,328","Shaheed wasn't a fantasy option after arriving via a mid-season trade. Including the postseason, he topped two catches in only two of 12 games. Seattle showed their faith in him with a new contract: 3 years, $51 million, and nearly $35 million guaranteed. He projects as a volatile WR4 alongside a target hog in Jaxon Smith-Njigba.",8
257,SEA,Elijah Arroyo,TE,19.08,8,23,97,416,713,"1,336","Arroyo had a few flashes in his rookie season, but he was never able to rise past A.J. Barner on the depth chart. Arroyo finished the season at 15-179-1, missing the last few games with a knee injury. Still, at only 23, his athletic upside makes him a dynasty hold.",8
258,RK,Zachariah Branch,WR,14.08,18,22,132,443,750,"1,442","Branch is an intriguing prospect. The former five-star recruit is a jack-of-all-trades at 5'10, 180 pounds. He flashed at USC but transferred to Georgia to have his best season yet. Branch went 81-811-6 for the Dawgs. He also is one of the best returners in the country. Elite speed and explosiveness could make Branch a great weapon, though his size may limit how much he is utilized as a top offensive threat.",8
259,NYJ,Braelon Allen,RB,16.02,9,22.2,67,312,501,855,"Allen’s size jumps off the tape: 6’2, 235 pounds. He averaged a robust 3.66 yards after contact per attempt for his college career, plus 5.9 yards per carry and 35 rushing scores. However, Allen didn’t show much as a pass-catcher. One silver lining: The former four-star prospect is still only 22 following a quiet 2024 and a 2025 lost to a knee injury.",8
260,CIN,Demetrius Knight Jr.,LB,N/A,10,25.7,undefined,300,475,809,,8
261,WAS,Frankie Luvu,LB,N/A,12,29.6,undefined,320,478,708,,8
262,UNS,Bobby Okereke,LB,N/A,18,29.7,undefined,309,462,684,,8
263,MIN,Jonathan Greenard,DL,N/A,6,28.8,undefined,335,452,630,,8
264,PIT,Derrick Harmon,DL,N/A,5,22.7,undefined,286,484,897,,8
265,BAL,Mike Green,DL,N/A,7,22.7,undefined,280,476,909,,8
266,DAL,Quinnen Williams,DL,N/A,10,28.3,undefined,312,477,690,,8
267,SF,Nick Bosa,DL,N/A,14,28.4,undefined,303,454,732,,8
268,BAL,Malaki Starks,DB,N/A,7,22.4,undefined,350,573,1094,,8
269,CLE,Quincy Williams,LB,N/A,9,29.6,undefined,313,468,693,,8
270,NYJ,Will McDonald,DL,N/A,9,26.8,undefined,313,487,696,,8
271,PIT,Rico Dowdle,RB,11.09,5,27.8,162,303,475,628,"Dowdle posted a breakout 235-1,079-2 line with Dallas in 2024. He added 39 catches. That momentum continued with Carolina in 2025. Dowdle posted another 1,000-yard season while outplaying Chuba Hubbard for stretches. That work garnered attention from Pittsburgh, which signed him to a two-year deal in March. He'll enter a rotational role with Jaylen Warren in the short term.",7
272,DEN,Pat Bryant,WR,15.03,12,23.3,109,445,762,"1,469","Bryant's snap share picked up as his rookie season wore on. Still, he topped 50 yards only once for an offense that lacked a consistent presence behind Courtland Sutton. Bryant's breakout path is blocked by the addition of Jaylen Waddle, who's signed through the 2028 season.",7
273,SEA,AJ Barner,TE,13.01,8,23.9,147,418,677,"1,213","Barner played ahead of rookie Elijah Arroyo in 2025, but the young athlete may pass Barner sooner rather than later. Barner, only 24, should still remain on dynasty rosters while this situation plays out under new OC Brian Fleury.",7
274,RK,Elijah Sarratt,WR,13.08,18,22.8,133,439,743,"1,422","Sarratt flashed in 2024 going 53-957-8. He missed a few games due to a hamstring injury, but he did score 13 TDs in 2025 with Fernando Mendoza at QB. Sarratt has high-end size at 6'2, 213 pounds. His high pointing is among the best in the class. Sarratt should be a consistent NFL WR though he may never be the top weapon for a team.",7
275,RK,Kaytron Allen,RB,17.07,18,23.3,88,303,489,824,"Allen has four straight seasons of over 860 rushing yards. He has been the consistent backfield presence and ascended past teammate Nicholas Singleton despite a difference in athleticism. Allen is one of the most technically sound RBs in the class, and that shows with him averaging over 5 yards per carry in every college season. He won't add much receiving and may not have high-end athleticism, but his polish could push him into late Day 2 or early Day 3.",7
276,UNS,Jauan Jennings,WR,14.02,18,28.8,158,470,736,"1,243",Jennings seized the opportunity with Brandon Aiyuk out all of last season and Ricky Pearsall dealing with injuries. The veteran finished as the WR34 in PPR points per game. We'll see where he ends up in free agency.,7
277,UNS,Stefon Diggs,WR,17.08,18,32.3,190,484,711,"1,135","Diggs had a resurgence with the Patriots and Drake Maye in 2025, dropping 85-1013-4 in his age-32 season. But he was released by the team over the winter, as his cap figure and pending legal case sparked the move. He may not sign until the summer.",7
278,UNS,Brandon Aiyuk,WR,13.11,18,28.1,180,451,721,"1,245","Aiyuk didn't play in 2025 after an ACL, MCL, and meniscus injury in 2024. The 49ers and Aiyuk may sever ties heading into 2026, and he should be fully healthy on a new squad. Aiyuk already disappointed in 2024 before the injury and is heading into his age-28 season. It appears unlikely he turns into a top-12 fantasy WR again.",7
279,CAR,Jalen Coker,WR,12.05,14,24.4,145,438,748,"1,361","A quad injury put Coker on IR to start the 2025 season, but he succeeded when he returned. In 11 games, he went 33-394-3. Coker proved he is an ideal slot WR and played over Xavier Legette upon returning. He also made Adam Thielen expendable. Coker could retain his role going forward and be a fantasy spot-starter.",7
280,CAR,Jonathon Brooks,RB,13.10,14,22.7,125,302,472,718,"With Bijan Robinson in the pros, Brooks’ time to shine arrived in 2023. And he did, ranking top-10 nationally in yards after contact per attempt and Pro Football Focus’ elusive rating. He proved explosive as a pass-catcher, too. Just one problem: Brooks’ season ended with a November ACL tear. Then, in December of 2024, Brooks tore the same ACL again. He missed the entire 2025 season but is expected to be ready for training camp. He'll compete for touches alongside Chuba Hubbard.",7
281,TB,Cade Otton,TE,18.04,9,27,165,418,659,"1,143","Otton finished at TE29 in PPR points per game last season. The team showed they valued him with a new three-year deal worth $20 million guaranteed, but that doesn't bolster his fantasy prospects. The 27-year-old remains a low-ceiling dynasty asset.",7
282,RK,Nicholas Singleton,RB,12.07,18,22.3,99,302,491,745,"Singleton, a former five-star recruit, has been a disappointment over his four-year career at Penn State. His final rushing line this past year was 123-549-13, mainly profiling as a red zone runner. Singleton would likely have dominated at the NFL Combine, but he suffered a broken bone in his foot at the Senior Bowl.",7
283,DAL,Shavon Revel Jr.,DB,N/A,10,25,undefined,357,554,956,,7
284,ATL,Jalon Walker,LB,N/A,5,22.1,undefined,272,452,889,,7
285,CLE,Ronnie Hickman,DB,N/A,9,24.5,undefined,339,558,998,,7
286,NO,Jonas Sanker,DB,N/A,11,23.3,undefined,342,564,1054,,7
287,LAR,Kobie Turner,DL,N/A,8,26.9,undefined,303,468,711,,7
288,HOU,Calen Bullock,DB,N/A,6,22.9,undefined,347,572,1069,,7
289,NYJ,Adonai Mitchell,WR,17.03,9,23.5,137,426,738,"1,392",Mitchell was traded from the Colts to the Jets and immediately made an impact on the weak WR unit. He finished the season with 33-453-2 and may have played his way into a role with the Jets in 2026. He's worth rostering as a dynasty stash. The former Longhorn turns just 24 in October.,6
290,CLE,Dylan Sampson,RB,16.11,9,21.6,132,274,458,763,"Sampson is a bit light in the pants, but he moves so fluidly, making him tough to bring down. He had six straight 100+ yard rushing games in his final season for Tennessee. Being paired on the Browns with RB Quinshon Judkins makes Samspon an intriguing third-down and pass-catching back moving forward. Sampson caught 33 of 40 targets as a rookie.",6
291,NYG,Tyrone Tracy Jr.,RB,15.08,14,26.3,112,341,449,593,"Tracy delivered instant value as a rookie with 1,123 total yards, despite New York providing a terrible supporting cast. The arrow was pointing straight up... until the Giants used a Round 4 pick on bruising RB Cam Skattebo. A season-ending injury to Skattebo allowed Tracy to see more work in '25, but the pair figures to work in a timeshare in 2026.",6
292,TEN,Gunnar Helm,TE,14.10,10,23.6,163,389,663,"1,232","Helm flashed at times during his rookie season, though he still sat behind Chig Okonkwo for most of the year. With Okonkwo leaving in free agency, Helm looked to be in a nice spot for spot-start fantasy value in 2026. That still may be the case, but Tennessee added former Giants TE Daniel Bellinger in free agency on a three-year deal with $14 million guaranteed.",6
293,DEN,Troy Franklin,WR,15.04,12,23.2,100,440,745,"1,426","Franklin enjoyed a mini breakout in 2025. He tallied 65-709-6 for a high-volume passing game led by Bo Nix. Unfortunately, that momentum was halted after the March trade for Jaylen Waddle. Now, Franklin will battle Pat Bryant for the No. 3 WR role.",6
294,RK,Antonio Williams,WR,18.09,18,21.8,101,435,728,"1,442","Williams looked like a top WR after he led Clemson in receiving as a true freshman in 2022. But lower body injuries in 2023 derailed him before a 74-904-11 season in 2024. Clemson's weak pass offense hurt Williams in 2025, but he is a versatile WR with good route running and hands. Round 2 draft capital is in play here.",6
295,WAS,Rachaad White,RB,15.09,12,27.3,169,322,389,545,"We were pumped to see White — an athletic back with pass-catching ability — land in Round 3 in 2022. He managed to get on the field early and eventually work in tandem with Leonard Fournette. 2023 turned up workhorse usage, boosted by a thin backfield and a surprisingly effective Baker Mayfield. However, we baked in some dynasty risk following the 2024 arrival of Bucky Irving, who proved pro-ready. White was largely quiet in 2025 -- despite some missed time from Irving. Washington supplies a nice landing spot, but the team could add more talent via the draft.",6
296,DET,Isiah Pacheco,RB,17.09,8,27.1,115,282,451,736,"A broken right fibula ruined Pacheco's 2024. Even when he returned late in the year, he split work with veteran Kareem Hunt. Pacheco failed to rebound last season but landed in a nice handcuff spot in Detroit.",6
297,NO,Alvin Kamara,RB,19.07,11,30.7,106,349,458,529,"Kamara set a career low in rushing yards in 2023 (694). He signed a two-year contract extension in October 2024, keeping him under team control through the 2026 season. In '24, he generally outperformed expectations before a late-season groin injury. Another injury surfaced in 2025 -- an MCL sprain -- forcing multiple absences. Now with Travis Etienne in town, Kamara's likely to play elsewhere in the fall.",6
298,GB,Micah Parsons,DL,N/A,5,26.8,undefined,323,502,718,,6
299,TB,Antoine Winfield Jr.,DB,N/A,9,27.7,undefined,347,534,816,,6
300,NE,Christian Gonzalez,DB,N/A,14,23.8,undefined,343,556,989,,6
301,LAR,Kamren Curl,DB,N/A,8,27,undefined,352,550,881,,6
302,CHI,Gervon Dexter,DL,N/A,5,24.5,undefined,273,449,797,,6
303,DEN,Jonathon Cooper,DL,N/A,12,28.3,undefined,309,443,620,,6
304,HOU,Derek Stingley,DB,N/A,6,24.8,undefined,348,541,922,,6
305,ATL,Jessie Bates,DB,N/A,5,29.1,undefined,335,528,895,,6
306,PIT,Pat Freiermuth,TE,17.12,5,27.4,161,404,647,"1,183","Freiermuth had an uneven year in 2025 while sharing snaps and targets with Darnell Washington and Jonnu Smith. Freiermuth ended with 38-435-4, good for TE26 in fantasy points per game. There's some hope for a bounce back, as Jonnu Smith left via free agency. Pittsburgh's pass volume should also tick up under new HC Mike McCarthy.",5
307,RK,Ja'Kobi Lane,WR,18.01,18,21.7,117,427,715,"1,415","Lane took a back seat to teammate Makai Lemon, but don't overlook the production here. He went 49-745-4 in 2025, following up a 12 TD season in 2024. The 6'4, 195-pound WR explodes off the line and uses his length to beat the press. Lane has good downfield speed to catch the deep ball, too. He could be a sleeper if he falls to Day 3.",5
308,NYJ,Geno Smith,QB,16.05,9,35.5,191,500,770,988,"Smith was a major fantasy flop in 2025, posting only two top-12 fantasy finishes. At 35, his days as an NFL starter are nearing an end. But he'll at least have a shot at starting games in 2026 after the Jets acquired him in a trade from Vegas.",5
309,MIN,Aaron Jones,RB,18.02,6,31.3,154,297,403,589,"Jones battled through injuries to play all 17 games for the Vikings in 2024, while he set a career-high with 1,138 rushing yards. A predictable decline swopped in for 2025, as Jones again faced injuries -- plus poor QB play. He'll turn 32 next season and remains under contract for one more year.",5
310,RK,Malachi Fields,WR,17.01,18,23.8,128,427,729,"1,326","Fields excelled at Virginia with back-to-back 800-yard receiving seasons. He transferred to Notre Dame in 2025, and while he continued to showcase his size and contested ability, the production ultimately dropped. He's also on the older side, hitting 24 before the start of the '26 season.",5
311,HOU,Jaylin Noel,WR,17.11,6,23.6,118,421,714,"1,366","Noel flashed as a rookie when allowed to play in the slot. He went 26-292-2 in a part-time role. The Texans will likely move forward with Noel as the slot WR in 2026, but questions about C.J. Stroud -- plus the presence of Nico Collins and Jayden Higgins -- cloud the upside.",5
312,TEN,Elic Ayomanor,WR,16.12,10,22.8,100,429,726,"1,390","Ayomanor flashed a bit as a rookie in 2025, despite a down year for the Titans' offense. He went 41-515-4 and took over Calvin Ridley's role after Ridley went on IR. The Titans added Wan'Dale Robinson in free agency, and they may invest an early pick on a WR in the draft.",5
313,RK,Skyler Bell,WR,19.12,18,23.8,34,454,761,"1,439","Bell transferred to UConn in 2024 and broke out. Over the past two seasons, he caught 151-2138-18. He isn't built like an NFL WR, but the production is hard to ignore with Bell able to beat man coverage. He could find his way into Day 2 of the NFL Draft.",5
314,CAR,Derrick Brown,DL,N/A,14,28,undefined,283,431,625,,5
315,CLE,Tyson Campbell,DB,N/A,9,26.1,undefined,342,527,890,,5
316,NYJ,Malachi Moore,DB,N/A,9,24.6,undefined,338,543,937,,5
317,PIT,Alex Highsmith,DL,N/A,5,28.7,undefined,328,442,617,,5
318,HOU,Azeez Al-Shaair,LB,N/A,6,28.7,undefined,297,452,686,,5
319,DET,Kerby Joseph,DB,N/A,8,25.4,undefined,330,531,916,,5
320,NO,Carl Granderson,DL,N/A,11,29.3,undefined,304,410,572,,5
321,TB,Benjamin Morrison,DB,N/A,9,22.1,undefined,334,555,1038,,5
322,MIN,Eric Wilson,LB,N/A,6,31.5,undefined,290,413,576,,5
323,CAR,Michael Jackson,DB,N/A,14,29.3,undefined,346,534,793,,5
324,RK,Ted Hurst,WR,23.02,18,21.8,82,427,727,"1,417","Hurst has two straight seasons of 960+ receiving yards and 6+ TDs after transferring to Georgia State from Valdosta State. He is a tall, rangy WR whose good hands made him a reliable target throughout the past two seasons. He is likely a mid-round pick.",4
325,DET,Isaac TeSlaa,WR,16.09,8,24.1,93,418,735,"1,362","TeSlaa played a unique role in 2025, often serving as a key red zone option. He finished his rookie season going 16-239-6. His playing time increased late in the year and could continue rising in 2026 and beyond. However, he'll be limited by Amon-Ra St. Brown and Jameson Williams for the foreseeable future.",4
326,CLE,Jerry Jeudy,WR,16.08,9,26.9,163,434,688,"1,174","Jeudy struggled to make an impact amidst the terrible Browns' QBs in 2025. He went 50-602-2 in 2025 and didn't look particularly sharp. A new offense (and potentially QB) could help Jeudy get back to contributing for fantasy teams, but the days of him being a top dynasty option are over.",4
327,RK,Bryce Lance,WR,N/A,18,22.9,80,428,715,"1,389","Brother of Trey Lance, Bryce posted two straight 1,000-yard seasons and even caught 17 TDs in 2024. At 6'3, 210 pounds, Lance has the size and leaping ability to dominate at the FCS level. He certainly carries his brother's athleticism, but the level of competition brings major questions.",4
328,RK,Demond Claiborne,RB,21.07,18,22.5,70,267,434,809,"Claiborne injured his ribs in the first game of the year that seemed to affect him throughout the season. He is a smaller runner with 4.3 speed who can break long runs. He has 21 rushing TDs over the last two years on a weak Wake Forest offense. Claiborne could certainly have a big play role on an NFL team, but is unlikely to become an NFL three-down back.",4
329,RK,Deion Burks,WR,24.06,18,23.3,65,430,720,"1,398","Burks flashed speed and athleticism at Purdue before transferring to Oklahoma, but he was never able to break out. He went 57-620-4 in 2025 after an injury-riddled 2024. Burks sits as a pure slot WR at 5'9, 188 pounds. His speed and athleticism could make him an intriguing Day 3 or late Day 2 pick, but Burks has never showcased that he can be an NFL starter.",4
330,UNS,Tyreek Hill,WR,17.04,18,32.1,99,505,685,944,"Hill dislocated his kneecap and tore multiple ligaments in 2025. At age 31, the injury could signal the end of Hill's career. He will likely try to come back, but it won't be with Miami after he was released in February. 2026 will likely be a slow year after the injury, and he may be too old when fully recovered to still have his elite speed.",4
331,TB,Yaya Diaby,DL,N/A,9,26.8,undefined,270,420,600,,4
332,CHI,Austin Booker,DL,N/A,5,23.3,undefined,252,429,819,,4
333,GB,Keisean Nixon,DB,N/A,5,28.8,undefined,345,532,790,,4
334,NYJ,Joseph Ossai,DL,N/A,9,26,undefined,264,435,663,,4
335,ARI,Cody Simon,LB,N/A,8,24,undefined,284,459,833,,4
336,GB,Evan Williams,DB,N/A,5,24.7,undefined,331,532,918,,4
337,ATL,James Pearce,DL,N/A,5,22.5,undefined,230,392,784,,4
338,NE,Kayshon Boutte,WR,15.10,14,23.9,131,407,689,"1,300","Boutte played a ton of snaps in 2025 and flashed some end zone ability. His 33-551-6 stat line was respectable, but Boutte certainly can be upgraded. If he resumes the same role in 2026, Boutte could. be a spot fantasy starter. If the Patriots add competition, 2025 could have been the peak of Boutte's career.",3
339,LAR,Colby Parkinson,TE,20.07,8,27.3,129,419,649,"1,118","In 2025, Parkinson had a strong second half as a red zone target for Matthew Stafford. But the TE will be in a crowded situation next season as he competes with Terrance Ferguson for playing time. Parkinson is under contract for one more season.",3
